Cluster,ActivitySpanDays,TotalSessions,EventsPerSession,QuestsPerSession,HelpRatio,ActionSuccessRate,QuestCompletionRate,PerfectRatio,ManualOpens,LeaderboardChecks,CommandsExecuted,StagesAttempted
1,-0.08197884446076448,-0.1733403718126253,-0.6646103901927227,-0.6464754047545114,0.12440608911498148,-0.4080123835241487,-0.33885347094830226,-0.32737641780834953,-0.4979415488479104,-0.29055789984461494,-0.7011796212284338,-0.7656697577993921
2,0.1136524889115142,0.24031278819477614,0.9213916773126383,0.8962499929551184,-0.17247207809122433,0.5656535317039331,0.4697741301783279,0.4538627610524854,0.6903280563573303,0.4028189066027616,0.9720899294303279,1.0614967096764303
