Cluster,ActivitySpanDays,TotalSessions,EventsPerSession,QuestsPerSession,HelpRatio,ActionSuccessRate,QuestCompletionRate,PerfectRatio,ManualOpens,LeaderboardChecks,CommandsExecuted,StagesAttempted
1,-0.08197884446076441,-0.1733403718126253,-0.6646103901927228,-0.6464754047545113,0.12440608911498156,-0.4080123835241487,-0.33885347094830215,-0.3273764178083496,-0.4979415488479105,-0.29055789984461494,-0.7011796212284334,-0.7656697577993924
2,0.11365248891151426,0.24031278819477614,0.9213916773126382,0.8962499929551182,-0.1724720780912243,0.5656535317039333,0.469774130178328,0.4538627610524855,0.6903280563573303,0.40281890660276165,0.9720899294303279,1.0614967096764305
